date,crop_name,market,price
2023-11-15,Sorghum (Red),"Dire Dawa, Kezira",60.0
2023-11-15,Wheat Grain,"Nazareth, Adama",73.4
2023-11-15,Maize Grain (White),Sekota,47.3
2023-11-15,Goats (Local Quality),Degehabour,4530.0
2023-11-15,Rice (Milled),Yabelo,90.0
2023-11-15,Refined sugar,Bahir Dar,124.0
2023-11-15,Oxen (Local Quality),Sekota,30400.0
2023-11-15,Sorghum (White),Sekota,57.8
2023-11-15,Refined sugar,Yabelo,120.0
2023-11-15,Refined Vegetable Oil,Shire,141.0
2023-11-15,Sorghum (Red),Sekota,50.0
2023-11-15,Rice (Milled),Jinka,95.0
2023-11-15,Sheep (Local Quality),Bahir Dar,5780.0
2023-11-15,Firewood,Nekemte,4.7
2023-11-15,Wheat Flour,Warder,100.0
2023-11-15,Horse beans,Beddenno,57.6
2023-11-15,Sheep (Local Quality),Yabelo,1960.0
2023-11-15,Diesel,Jinka,82.96
2023-11-15,Sorghum (Red),Jinka,45.0
2023-11-15,Wheat Flour,"Addis Ababa, Merkato",96.0
2023-11-15,Rice (Milled),Gode,79.0
2023-11-15,Sorghum (Red),"Addis Ababa, Merkato",64.6
2023-11-15,Horse beans,Shire,60.65
2023-11-15,"Casual Labor (unskilled, daily, without food)",Mekele,500.0
2023-11-15,Refined sugar,Degehabour,120.0
2023-11-15,Goats (Local Quality),Shire,6860.0
2023-11-15,Oxen (Local Quality),Bahir Dar,44000.0
2023-11-15,Sheep (Local Quality),Jinka,3980.0
2023-11-15,Gasoline,"Nazareth, Adama",74.33
2023-11-15,Refined sugar,Logia,133.0
2023-11-15,Wheat Grain,Shire,65.77
2023-11-15,Horse beans,Nekemte,62.64
2023-11-15,Sheep (Local Quality),Sikela,5800.0
2023-11-15,Maize Grain (White),Sodo,45.2
2023-11-15,Sheep (Local Quality),Gode,6000.0
2023-11-15,Horse beans,"Nazareth, Adama",71.8
2023-11-15,Goats (Local Quality),Sodo,7110.0
2023-11-15,Gasoline,Gambella,149.0
2023-11-15,Sorghum (White),Logia,64.0
2023-11-15,Beans (Haricot),Chereti,54.0
2023-11-15,Horse beans,Sekota,55.0
2023-11-15,Horse beans,Gambella,67.2
2023-11-15,Rice (Milled),Shire,94.0
2023-11-15,Rice (Milled),Gambella,86.0
2023-11-15,Camels (Local Quality),Degehabour,28900.0
2023-11-15,Firewood,Gode,29.0
2023-11-15,Diesel,Yabelo,81.97
2023-11-15,"Casual Labor (unskilled, daily, without food)",Gode,300.0
2023-11-15,Refined sugar,Sekota,120.0
2023-11-15,Gasoline,Mekele,76.53
2023-11-15,Firewood,"Nazareth, Adama",30.6
2023-11-15,Horse beans,Degehabour,136.0
2023-11-15,Goats (Local Quality),Sekota,4500.0
2023-11-15,Rice (Milled),Bahir Dar,93.0
2023-11-15,Sorghum (Yellow),Logia,85.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Shashemene,400.0
2023-11-15,Sheep (Local Quality),"Dire Dawa, Kezira",5250.0
2023-11-15,Horse beans,Shashemene,62.0
2023-11-15,Wheat Flour,Chereti,76.0
2023-11-15,Goats (Local Quality),Awash,4630.0
2023-11-15,Goats (Local Quality),Sikela,9000.0
2023-11-15,Wheat Grain,Sodo,78.4
2023-11-15,Sheep (Local Quality),Awash,2550.0
2023-11-15,Mixed Teff,"Addis Ababa, Merkato",116.6
2023-11-15,Firewood,Awash,35.0
2023-11-15,Refined sugar,Sodo,121.0
2023-11-15,Sorghum (Red),Beddenno,56.28
2023-11-15,Rice (Milled),Dessie,75.0
2023-11-15,Wheat Flour,Awash,85.0
2023-11-15,Gasoline,Nekemte,100.728
2023-11-15,Refined sugar,Shire,122.0
2023-11-15,Refined Vegetable Oil,"Dire Dawa, Kezira",167.0
2023-11-15,Wheat Grain,Yabelo,62.31
2023-11-15,Gasoline,Sodo,78.91
2023-11-15,Sheep (Local Quality),Chereti,2200.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Nekemte,250.0
2023-11-15,Diesel,Dessie,77.83
2023-11-15,Sorghum (White),Warder,99.0
2023-11-15,Oxen (Local Quality),Beddenno,20540.0
2023-11-15,Maize Grain (White),Gambella,65.6
2023-11-15,Mixed Teff,Bahir Dar,96.6
2023-11-15,Goats (Local Quality),Jinka,4130.0
2023-11-15,Maize Grain (White),Mekele,41.8
2023-11-15,Horse beans,"Addis Ababa, Merkato",88.0
2023-11-15,Maize Grain (White),Dessie,47.8
2023-11-15,Diesel,Mekele,78.63
2023-11-15,Goats (Local Quality),Nekemte,5300.0
2023-11-15,Gasoline,Chereti,112.0
2023-11-15,Goats (Local Quality),Beddenno,3700.0
2023-11-15,Refined sugar,"Dire Dawa, Kezira",119.0
2023-11-15,Oxen (Local Quality),Sodo,41300.0
2023-11-15,Horse beans,Chereti,87.0
2023-11-15,Goats (Local Quality),Warder,3300.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Warder,536.0
2023-11-15,Mixed Teff,Logia,126.0
2023-11-15,Wheat Grain,Sekota,77.7
2023-11-15,Sorghum (White),Shire,71.77000000000001
2023-11-15,Firewood,Jinka,3.18
2023-11-15,Maize Grain (White),Shire,46.08
2023-11-15,Diesel,Awash,78.55
2023-11-15,Maize Grain (White),Awash,50.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Beddenno,390.0
2023-11-15,Rice (Milled),Sikela,88.0
2023-11-15,Oxen (Local Quality),"Dire Dawa, Kezira",58800.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Awash,300.0
2023-11-15,Sorghum (Red),Warder,100.0
2023-11-15,Sorghum (White),Chereti,54.0
2023-11-15,Refined Vegetable Oil,Gode,167.4
2023-11-15,Horse beans,Mekele,62.0
2023-11-15,Diesel,Gode,88.0
2023-11-15,Refined Vegetable Oil,Gambella,168.8
2023-11-15,Gasoline,Shashemene,78.2
2023-11-15,Maize Grain (White),Degehabour,73.0
2023-11-15,Sheep (Local Quality),Dessie,3770.0
2023-11-15,Gasoline,Shire,85.0
2023-11-15,Diesel,Bahir Dar,79.8
2023-11-15,Mixed Teff,Sekota,95.0
2023-11-15,Rice (Milled),Chereti,80.0
2023-11-15,Firewood,Dessie,21.8
2023-11-15,Beans (Haricot),Bahir Dar,81.66666666666667
2023-11-15,Horse beans,Bahir Dar,76.0
2023-11-15,Gasoline,Sekota,83.0
2023-11-15,Mixed Teff,Sikela,118.2
2023-11-15,Sheep (Local Quality),Shire,5840.0
2023-11-15,Goats (Local Quality),Shashemene,4320.0
2023-11-15,Mixed Teff,Shashemene,148.0
2023-11-15,Sorghum (Red),Yabelo,43.68
2023-11-15,Refined sugar,Sikela,125.0
2023-11-15,Goats (Local Quality),Gambella,2450.0
2023-11-15,Rice (Milled),"Dire Dawa, Kezira",81.0
2023-11-15,Sorghum (White),"Dire Dawa, Kezira",60.0
2023-11-15,Firewood,Yabelo,1.912
2023-11-15,Refined Vegetable Oil,Yabelo,170.0
2023-11-15,Beans (Haricot),Yabelo,55.434000000000005
2023-11-15,Goats (Local Quality),Chereti,3120.0
2023-11-15,Oxen (Local Quality),Dessie,21800.0
2023-11-15,Maize Grain (White),"Nazareth, Adama",49.4
2023-11-15,Horse beans,Awash,80.0
2023-11-15,Maize Grain (White),Nekemte,35.3
2023-11-15,Refined Vegetable Oil,Sikela,195.0
2023-11-15,Camels (Local Quality),Warder,34000.0
2023-11-15,Wheat Grain,Warder,143.0
2023-11-15,Sorghum (White),Yabelo,46.65
2023-11-15,Refined sugar,"Addis Ababa, Merkato",120.0
2023-11-15,Maize Grain (White),Jinka,35.0
2023-11-15,Rice (Milled),"Addis Ababa, Merkato",87.0
2023-11-15,Oxen (Local Quality),Logia,45400.0
2023-11-15,Sorghum (White),Gode,67.0
2023-11-15,Refined Vegetable Oil,Jinka,152.0
2023-11-15,Refined Vegetable Oil,Beddenno,156.0
2023-11-15,Horse beans,Sikela,56.2
2023-11-15,Oxen (Local Quality),"Nazareth, Adama",52800.0
2023-11-15,Mixed Teff,Mekele,101.8
2023-11-15,Sorghum (Red),Logia,86.0
2023-11-15,Diesel,Nekemte,81.42
2023-11-15,Oxen (Local Quality),Shire,39200.0
2023-11-15,Sorghum (Yellow),"Dire Dawa, Kezira",63.0
2023-11-15,Firewood,Shire,6.174
2023-11-15,Gasoline,Bahir Dar,77.7
2023-11-15,Sheep (Local Quality),Warder,3370.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Gambella,190.0
2023-11-15,Goats (Local Quality),Mekele,5620.0
2023-11-15,Refined Vegetable Oil,Warder,168.0
2023-11-15,Beans (Haricot),Sikela,38.0
2023-11-15,Refined Vegetable Oil,"Addis Ababa, Merkato",160.0
2023-11-15,Sheep (Local Quality),Beddenno,2380.0
2023-11-15,Mixed Teff,Shire,118.996
2023-11-15,Mixed Teff,Dessie,106.0
2023-11-15,Beans (Haricot),Degehabour,126.0
2023-11-15,Refined sugar,Jinka,120.0
2023-11-15,Sorghum (Red),Shire,67.73
2023-11-15,Rice (Milled),Awash,85.0
2023-11-15,Mixed Teff,Gambella,134.4
2023-11-15,Sorghum (White),Jinka,60.0
2023-11-15,Wheat Flour,Shire,93.0
2023-11-15,Wheat Flour,"Dire Dawa, Kezira",100.0
2023-11-15,Horse beans,Sodo,54.7
2023-11-15,Wheat Grain,Bahir Dar,73.4
2023-11-15,Goats (Local Quality),Bahir Dar,6080.0
2023-11-15,Diesel,"Nazareth, Adama",75.52
2023-11-15,Wheat Grain,Gode,66.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Dessie,300.0
2023-11-15,Diesel,Warder,104.0
2023-11-15,Refined sugar,Dessie,108.0
2023-11-15,Sorghum (White),"Nazareth, Adama",80.0
2023-11-15,Firewood,Sodo,11.3
2023-11-15,Goats (Local Quality),"Nazareth, Adama",6540.0
2023-11-15,Firewood,Chereti,62.0
2023-11-15,Sorghum (Yellow),"Nazareth, Adama",80.6
2023-11-15,Wheat Flour,Bahir Dar,99.0
2023-11-15,"Casual Labor (unskilled, daily, without food)",Chereti,160.0
2023-11-15,Maize Grain (White),Shashemene,35.0
2023-11-22,Horse beans,Mekele,57.4
2023-11-22,Firewood,"Addis Ababa, Merkato",5.5200000000000005
2023-11-22,Horse beans,Gode,61.0
2023-11-22,Wheat Grain,"Dire Dawa, Kezira",80.0
2023-11-22,Diesel,Nekemte,81.42
2023-11-22,Rice (Milled),Bahir Dar,94.0
2023-11-22,Sheep (Local Quality),Degehabour,4900.0
2023-11-22,Sorghum (White),Yabelo,46.65
2023-11-22,Sheep (Local Quality),Jinka,4430.0
2023-11-22,Wheat Grain,Sodo,79.7
2023-11-22,Firewood,Shashemene,31.9
2023-11-22,Firewood,Yabelo,1.952
2023-11-22,Sheep (Local Quality),"Dire Dawa, Kezira",5150.0
2023-11-22,Oxen (Local Quality),Jinka,22300.0
2023-11-22,Rice (Milled),Awash,85.0
2023-11-22,Sorghum (White),Mekele,62.4
2023-11-22,Refined sugar,Mekele,120.0
2023-11-22,Maize Grain (White),Beddenno,39.7
2023-11-22,Mixed Teff,Beddenno,120.0
2023-11-22,Wheat Flour,Beddenno,92.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Nekemte,250.0
2023-11-22,Refined sugar,Yabelo,120.0
2023-11-22,Maize Grain (White),Sekota,47.3
2023-11-22,Beans (Haricot),Awash,55.0
2023-11-22,Goats (Local Quality),Gambella,2430.0
2023-11-22,Wheat Grain,Sikela,90.4
2023-11-22,Refined Vegetable Oil,Beddenno,152.0
2023-11-22,Goats (Local Quality),"Nazareth, Adama",6400.0
2023-11-22,Rice (Milled),"Dire Dawa, Kezira",80.0
2023-11-22,Camels (Local Quality),Chereti,25000.0
2023-11-22,Goats (Local Quality),Dessie,3970.0
2023-11-22,Diesel,Jinka,82.96
2023-11-22,Oxen (Local Quality),Sekota,29800.0
2023-11-22,Refined Vegetable Oil,Dessie,164.6
2023-11-22,Firewood,Gambella,52.0
2023-11-22,Sorghum (White),Chereti,58.0
2023-11-22,Diesel,Yabelo,81.97
2023-11-22,Oxen (Local Quality),Beddenno,24400.0
2023-11-22,Goats (Local Quality),Mekele,5460.0
2023-11-22,Gasoline,Chereti,111.0
2023-11-22,Camels (Local Quality),Degehabour,28820.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Beddenno,390.0
2023-11-22,Wheat Flour,Shire,93.0
2023-11-22,Sheep (Local Quality),"Nazareth, Adama",6520.0
2023-11-22,Diesel,Sikela,80.0
2023-11-22,Sorghum (Yellow),Mekele,70.2
2023-11-22,"Casual Labor (unskilled, daily, without food)",Degehabour,500.0
2023-11-22,Sheep (Local Quality),Gode,4900.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Bahir Dar,330.0
2023-11-22,Gasoline,Bahir Dar,77.7
2023-11-22,Maize Grain (White),Jinka,34.4
2023-11-22,Rice (Milled),Nekemte,95.0
2023-11-22,Refined Vegetable Oil,Chereti,155.0
2023-11-22,Refined sugar,Shire,120.0
2023-11-22,Refined sugar,Warder,138.0
2023-11-22,Sorghum (Yellow),"Nazareth, Adama",80.4
2023-11-22,Goats (Local Quality),Shashemene,4380.0
2023-11-22,Horse beans,Jinka,55.0
2023-11-22,Wheat Grain,Chereti,75.0
2023-11-22,Sheep (Local Quality),Sodo,6540.0
2023-11-22,Mixed Teff,"Nazareth, Adama",110.0
2023-11-22,Rice (Milled),Logia,97.0
2023-11-22,Sorghum (Red),Nekemte,50.6
2023-11-22,Diesel,Bahir Dar,79.8
2023-11-22,Wheat Grain,Bahir Dar,75.6
2023-11-22,Diesel,"Dire Dawa, Kezira",75.0
2023-11-22,Goats (Local Quality),Gode,6800.0
2023-11-22,Mixed Teff,Dessie,106.0
2023-11-22,Sheep (Local Quality),Beddenno,2320.0
2023-11-22,Sorghum (Red),Shire,64.34
2023-11-22,Oxen (Local Quality),"Nazareth, Adama",54600.0
2023-11-22,Sorghum (White),Degehabour,104.0
2023-11-22,Sorghum (White),"Nazareth, Adama",80.4
2023-11-22,Firewood,Chereti,60.0
2023-11-22,Sheep (Local Quality),Shashemene,3980.0
2023-11-22,Goats (Local Quality),Beddenno,3960.0
2023-11-22,Rice (Milled),Sikela,90.0
2023-11-22,Sheep (Local Quality),Mekele,5500.0
2023-11-22,Refined Vegetable Oil,Mekele,186.0
2023-11-22,Sorghum (Yellow),Beddenno,62.860000000000014
2023-11-22,Sorghum (White),"Dire Dawa, Kezira",60.0
2023-11-22,Firewood,Sikela,4.0200000000000005
2023-11-22,Sheep (Local Quality),Shire,5400.0
2023-11-22,Camels (Local Quality),Warder,34000.0
2023-11-22,Gasoline,Shashemene,78.2
2023-11-22,Gasoline,Logia,76.6
2023-11-22,Maize Grain (White),"Nazareth, Adama",48.8
2023-11-22,Mixed Teff,Yabelo,91.47
2023-11-22,Horse beans,Sikela,58.2
2023-11-22,Sorghum (White),Sikela,78.8
2023-11-22,"Casual Labor (unskilled, daily, without food)","Dire Dawa, Kezira",400.0
2023-11-22,Sorghum (White),Gode,75.0
2023-11-22,Refined Vegetable Oil,Jinka,150.0
2023-11-22,Refined Vegetable Oil,Bahir Dar,181.066
2023-11-22,Sorghum (White),Awash,85.0
2023-11-22,Oxen (Local Quality),Bahir Dar,45300.0
2023-11-22,Gasoline,Dessie,75.73
2023-11-22,Horse beans,Awash,80.0
2023-11-22,Firewood,Warder,136.0
2023-11-22,Mixed Teff,Sekota,102.5
2023-11-22,Sorghum (White),Nekemte,50.9
2023-11-22,Refined Vegetable Oil,Sekota,160.0
2023-11-22,Maize Grain (White),Degehabour,69.0
2023-11-22,Oxen (Local Quality),"Addis Ababa, Merkato",39600.0
2023-11-22,Maize Grain (White),Bahir Dar,42.8
2023-11-22,Sheep (Local Quality),Dessie,3450.0
2023-11-22,Firewood,Dessie,21.4
2023-11-22,Mixed Teff,Sikela,119.2
2023-11-22,Wheat Grain,"Addis Ababa, Merkato",86.0
2023-11-22,Sorghum (Yellow),"Dire Dawa, Kezira",62.0
2023-11-22,Wheat Flour,Awash,85.0
2023-11-22,Refined sugar,Logia,129.0
2023-11-22,Horse beans,"Nazareth, Adama",69.2
2023-11-22,Sheep (Local Quality),Nekemte,4500.0
2023-11-22,Wheat Grain,Yabelo,62.31
2023-11-22,Goats (Local Quality),Logia,3500.0
2023-11-22,Beans (Haricot),Jinka,55.6
2023-11-22,Wheat Grain,Sekota,83.3
2023-11-22,Beans (Haricot),Warder,204.0
2023-11-22,Sorghum (Red),Degehabour,58.0
2023-11-22,Mixed Teff,"Addis Ababa, Merkato",116.6
2023-11-22,Sorghum (White),Shire,64.23400000000001
2023-11-22,Diesel,Dessie,77.83
2023-11-22,Sorghum (Red),Shashemene,53.0
2023-11-22,Gasoline,Sodo,78.91
2023-11-22,"Casual Labor (unskilled, daily, without food)","Addis Ababa, Merkato",360.0
2023-11-22,Firewood,"Dire Dawa, Kezira",43.0
2023-11-22,Oxen (Local Quality),Sodo,41800.0
2023-11-22,Diesel,Degehabour,85.0
2023-11-22,Goats (Local Quality),Awash,4640.0
2023-11-22,Sorghum (Yellow),Logia,87.0
2023-11-22,Beans (Haricot),Gambella,67.0
2023-11-22,Horse beans,Shashemene,63.0
2023-11-22,Refined sugar,Awash,120.0
2023-11-22,Firewood,Awash,35.0
2023-11-22,Diesel,Gambella,146.0
2023-11-22,Diesel,Logia,84.0
2023-11-22,Rice (Milled),Dessie,75.0
2023-11-22,Beans (Haricot),Beddenno,50.4
2023-11-22,Horse beans,"Addis Ababa, Merkato",90.0
2023-11-22,Gasoline,Mekele,76.53
2023-11-22,Goats (Local Quality),Chereti,3060.0
2023-11-22,Maize Grain (White),Sodo,42.0
2023-11-22,Wheat Grain,Nekemte,68.52000000000001
2023-11-22,Firewood,Logia,25.0
2023-11-22,Gasoline,Gambella,149.2
2023-11-22,Rice (Milled),Gambella,84.8
2023-11-22,Rice (Milled),Shire,90.0
2023-11-22,Gasoline,Beddenno,90.0
2023-11-22,Goats (Local Quality),Sodo,6960.0
2023-11-22,Sorghum (Red),"Addis Ababa, Merkato",71.6
2023-11-22,Rice (Milled),Shashemene,85.0
2023-11-22,Sheep (Local Quality),"Addis Ababa, Merkato",7270.0
2023-11-22,Sorghum (Red),Gode,181.0
2023-11-22,Refined sugar,Chereti,125.0
2023-11-22,Sorghum (Red),"Dire Dawa, Kezira",60.0
2023-11-22,Gasoline,Yabelo,79.81
2023-11-22,Wheat Grain,"Nazareth, Adama",73.6
2023-11-22,Beans (Haricot),Shashemene,33.0
2023-11-22,Refined sugar,Bahir Dar,128.0
2023-11-22,Maize Grain (White),Yabelo,48.29
2023-11-22,Refined Vegetable Oil,Shire,140.0
2023-11-22,Rice (Milled),Jinka,94.6
2023-11-22,Diesel,Mekele,78.63
2023-11-22,Sorghum (Yellow),Degehabour,60.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Yabelo,200.0
2023-11-22,Wheat Flour,Warder,99.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Gode,300.0
2023-11-22,Sorghum (Red),Chereti,54.0
2023-11-22,Beans (Haricot),"Addis Ababa, Merkato",113.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Chereti,155.0
2023-11-22,Sheep (Local Quality),Chereti,2100.0
2023-11-22,Goats (Local Quality),Warder,3320.0
2023-11-22,Rice (Milled),Beddenno,79.0
2023-11-22,Horse beans,Chereti,85.0
2023-11-22,Refined sugar,"Dire Dawa, Kezira",118.0
2023-11-22,Diesel,"Addis Ababa, Merkato",79.75
2023-11-22,Goats (Local Quality),Nekemte,5440.0
2023-11-22,Mixed Teff,Shashemene,172.0
2023-11-22,Refined sugar,Sikela,126.0
2023-11-22,Sorghum (Red),Sodo,57.9
2023-11-22,Maize Grain (White),"Addis Ababa, Merkato",63.6
2023-11-22,Mixed Teff,Logia,132.0
2023-11-22,Mixed Teff,Gambella,134.6
2023-11-22,Oxen (Local Quality),Nekemte,11300.0
2023-11-22,Maize Grain (White),Gambella,65.0
2023-11-22,Goats (Local Quality),Jinka,4530.0
2023-11-22,Firewood,Beddenno,7.8
2023-11-22,Oxen (Local Quality),Gode,19500.0
2023-11-22,Rice (Milled),Gode,91.0
2023-11-22,Wheat Grain,Degehabour,63.0
2023-11-22,Sorghum (Red),Jinka,40.0
2023-11-22,Mixed Teff,Nekemte,100.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Shire,400.0
2023-11-22,Sorghum (White),Warder,99.0
2023-11-22,Camels (Local Quality),Logia,63800.0
2023-11-22,Goats (Local Quality),"Addis Ababa, Merkato",9140.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Awash,300.0
2023-11-22,Wheat Flour,Degehabour,93.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Sodo,250.0
2023-11-22,Refined Vegetable Oil,Gode,165.2
2023-11-22,Refined Vegetable Oil,Degehabour,186.0
2023-11-22,Goats (Local Quality),Sikela,7300.0
2023-11-22,Goats (Local Quality),Bahir Dar,5840.0
2023-11-22,Firewood,"Nazareth, Adama",30.0
2023-11-22,Beans (Haricot),Logia,60.0
2023-11-22,Refined Vegetable Oil,Gambella,168.4
2023-11-22,Gasoline,Shire,85.0
2023-11-22,Beans (Haricot),Shire,63.32000000000001
2023-11-22,Horse beans,Degehabour,128.0
2023-11-22,Gasoline,Sikela,78.0
2023-11-22,Horse beans,Dessie,47.1
2023-11-22,Rice (Milled),Chereti,81.0
2023-11-22,Wheat Flour,Chereti,73.0
2023-11-22,Refined Vegetable Oil,Awash,180.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Warder,530.0
2023-11-22,Wheat Grain,Beddenno,77.08
2023-11-22,Mixed Teff,"Dire Dawa, Kezira",116.0
2023-11-22,Horse beans,Bahir Dar,76.0
2023-11-22,Maize Grain (White),Shire,43.2
2023-11-22,Horse beans,Logia,72.0
2023-11-22,Sheep (Local Quality),Yabelo,1960.0
2023-11-22,Refined sugar,Sodo,123.6
2023-11-22,Goats (Local Quality),Yabelo,3300.0
2023-11-22,Refined sugar,Sekota,120.0
2023-11-22,Sorghum (White),Logia,62.8
2023-11-22,Maize Grain (White),Logia,71.6
2023-11-22,Beans (Haricot),Degehabour,128.0
2023-11-22,Wheat Flour,"Addis Ababa, Merkato",94.8
2023-11-22,Oxen (Local Quality),"Dire Dawa, Kezira",59000.0
2023-11-22,Wheat Flour,Yabelo,90.0
2023-11-22,Horse beans,Nekemte,59.84
2023-11-22,Sorghum (Yellow),Awash,85.0
2023-11-22,Wheat Flour,Logia,104.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Gambella,188.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Sikela,340.0
2023-11-22,Goats (Local Quality),Shire,5800.0
2023-11-22,Sheep (Local Quality),Warder,3300.0
2023-11-22,Maize Grain (White),Chereti,86.0
2023-11-22,Refined sugar,Degehabour,120.0
2023-11-22,Refined sugar,Jinka,120.0
2023-11-22,Diesel,Beddenno,84.6
2023-11-22,Wheat Flour,"Dire Dawa, Kezira",100.0
2023-11-22,Gasoline,Sekota,83.0
2023-11-22,Wheat Grain,Gode,84.0
2023-11-22,Refined sugar,Dessie,104.0
2023-11-22,Diesel,Warder,102.0
2023-11-22,Diesel,Sekota,80.0
2023-11-22,Beans (Haricot),Chereti,57.0
2023-11-22,Oxen (Local Quality),Shashemene,24400.0
2023-11-22,Firewood,Gode,34.0
2023-11-22,Sorghum (Red),Sekota,50.0
2023-11-22,Diesel,Shashemene,80.3
2023-11-22,Gasoline,Degehabour,120.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Dessie,300.0
2023-11-22,Sorghum (Red),Sikela,55.8
2023-11-22,Refined sugar,Beddenno,115.0
2023-11-22,Rice (Milled),Yabelo,90.0
2023-11-22,Goats (Local Quality),Degehabour,4742.0
2023-11-22,Gasoline,Warder,112.0
2023-11-22,Wheat Grain,Logia,82.0
2023-11-22,"Casual Labor (unskilled, daily, without food)","Nazareth, Adama",300.0
2023-11-22,Horse beans,"Dire Dawa, Kezira",80.0
2023-11-22,Diesel,"Nazareth, Adama",75.52
2023-11-22,Diesel,Sodo,81.01
2023-11-22,Beans (Haricot),Sikela,38.8
2023-11-22,Sorghum (Red),"Nazareth, Adama",52.6
2023-11-22,Gasoline,Awash,76.45
2023-11-22,Horse beans,Shire,60.65
2023-11-22,Maize Grain (White),"Dire Dawa, Kezira",60.0
2023-11-22,Refined Vegetable Oil,Logia,152.0
2023-11-22,Oxen (Local Quality),Gambella,7100.0
2023-11-22,Sorghum (White),Jinka,50.0
2023-11-22,Beans (Haricot),"Dire Dawa, Kezira",60.0
2023-11-22,Wheat Flour,Bahir Dar,97.6
2023-11-22,Sheep (Local Quality),Logia,2360.0
2023-11-22,Sorghum (Red),Beddenno,41.760000000000005
2023-11-22,Gasoline,Nekemte,93.728
2023-11-22,Wheat Grain,Warder,154.0
2023-11-22,Oxen (Local Quality),Yabelo,20400.0
2023-11-22,Diesel,Chereti,114.0
2023-11-22,Rice (Milled),Warder,99.0
2023-11-22,Rice (Milled),Degehabour,90.0
2023-11-22,Mixed Teff,Shire,109.368
2023-11-22,Refined Vegetable Oil,"Addis Ababa, Merkato",159.2
2023-11-22,Maize Grain (White),Shashemene,36.2
2023-11-22,Rice (Milled),"Addis Ababa, Merkato",85.0
2023-11-22,Mixed Teff,Jinka,105.0
2023-11-22,Maize Grain (White),Sikela,56.2
2023-11-22,Maize Grain (White),Gode,75.0
2023-11-22,Gasoline,"Nazareth, Adama",74.33
2023-11-22,Firewood,Shire,6.25
2023-11-22,Sorghum (Yellow),"Addis Ababa, Merkato",81.6
2023-11-22,Refined Vegetable Oil,Sodo,181.0
2023-11-22,Wheat Grain,Shire,59.79
2023-11-22,Wheat Grain,Mekele,72.2
2023-11-22,Refined Vegetable Oil,Warder,168.0
2023-11-22,Wheat Grain,Shashemene,76.0
2023-11-22,Gasoline,Gode,84.6
2023-11-22,Horse beans,Gambella,75.4
2023-11-22,Horse beans,Sekota,55.0
2023-11-22,Firewood,Sodo,11.8
2023-11-22,"Casual Labor (unskilled, daily, without food)",Sekota,300.0
2023-11-22,Firewood,Bahir Dar,7.659999999999998
2023-11-22,Beans (Haricot),Yabelo,54.17999999999999
2023-11-22,Oxen (Local Quality),Dessie,21400.0
2023-11-22,Wheat Flour,Shashemene,100.0
2023-11-22,Camels (Local Quality),"Dire Dawa, Kezira",43600.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Mekele,500.0
2023-11-22,Oxen (Local Quality),Logia,44200.0
2023-11-22,Refined sugar,"Addis Ababa, Merkato",120.0
2023-11-22,Maize Grain (White),Nekemte,33.36
2023-11-22,Rice (Milled),Sodo,80.7
2023-11-22,Oxen (Local Quality),Shire,38000.0
2023-11-22,Refined Vegetable Oil,Shashemene,150.0
2023-11-22,Oxen (Local Quality),Chereti,14000.0
2023-11-22,Sorghum (Red),Warder,99.0
2023-11-22,Refined Vegetable Oil,Nekemte,150.0
2023-11-22,Sorghum (Red),Awash,60.0
2023-11-22,Refined sugar,Gode,132.0
2023-11-22,Wheat Grain,Jinka,80.0
2023-11-22,"Casual Labor (unskilled, daily, without food)",Logia,580.0
2023-11-22,Beans (Haricot),Bahir Dar,78.75
2023-11-22,Horse beans,Sodo,55.6
2023-11-22,Diesel,Gode,87.0
2023-11-22,Gasoline,"Dire Dawa, Kezira",80.0
2023-11-22,Firewood,Sekota,25.0
2023-11-22,Wheat Grain,Awash,70.0
2023-11-22,Rice (Milled),"Nazareth, Adama",84.0
2023-11-22,Mixed Teff,Sodo,108.0
2023-11-22,Mixed Teff,Bahir Dar,97.0
2023-11-22,Camels (Local Quality),Yabelo,22200.0
2023-11-22,Diesel,Shire,80.27
2023-11-22,Beans (Haricot),Gode,181.0
2023-11-22,Diesel,Awash,78.55
2023-11-22,Refined sugar,Shashemene,120.0
